Bus;Dir;ID;Count;Time;Len;D0;D1;D2;D3;D4;D5;D6;D7;Period
CAN 1;In;0x440;25378;574.7860;8;00;60;00;FE;7F;00;88;04;0.0103
CAN 1;In;0x540;24878;574.7865;8;10;00;FF;00;FF;00;02;46;0.0098
CAN 1;In;0x548;24471;574.7865;3;65;D2;FE;;;;;;0.0089
CAN 1;Out;0x38A;14478;574.7935;4;AC;00;AC;00;;;;;0.0206
CAN 1;Out;0x480;14293;574.7935;8;84;00;00;80;44;00;02;42;0.0206
CAN 1;Out;0x3A0;14186;574.7935;8;B6;00;52;96;CD;16;A8;0F;0.0206
CAN 1;Out;0x5A0;13866;574.7939;8;7F;00;00;00;00;10;08;AB;0.0207
CAN 1;Out;0x4A8;13809;574.7940;8;5F;00;90;01;00;00;F0;3E;0.0201
CAN 1;Out;0x1AC;13816;574.7942;8;BA;80;00;00;69;41;00;12;0.0203
CAN 1;Out;0x050;13277;574.7948;4;00;F0;00;F0;;;;;0.0209
CAN 1;Out;0x0C2;13164;574.7949;8;00;00;00;00;80;30;00;9B;0.0208
CAN 1;Out;0x320;13140;574.7949;8;64;00;89;10;00;00;00;80;0.0204
CAN 1;Out;0x448;24973;574.7952;5;62;00;2C;10;90;;;;0.0119
CAN 1;Out;0x280;24764;574.7956;8;01;00;30;0F;00;00;0C;00;0.0123
CAN 1;Out;0x38A;14479;574.8139;4;0C;00;0C;00;;;;;0.0204
CAN 1;Out;0x480;14294;574.8139;8;84;00;00;80;44;00;02;42;0.0204
CAN 1;Out;0x3A0;14187;574.8139;8;B6;01;52;96;CD;16;A8;0F;0.0204
CAN 1;Out;0x5A0;13867;574.8144;8;7F;00;00;10;00;10;08;AB;0.0204
CAN 1;Out;0x4A8;13810;574.8144;8;3D;00;90;01;00;00;00;AC;0.0204
CAN 1;Out;0x1AC;13817;574.8146;8;BB;81;00;00;69;41;00;12;0.0204
CAN 1;Out;0x050;13278;574.8153;4;00;F0;10;E0;;;;;0.0204
CAN 1;Out;0x0C2;13165;574.8154;8;00;00;00;00;80;40;00;8B;0.0205
CAN 1;Out;0x320;13141;574.8154;8;64;00;89;10;00;01;00;80;0.0205
CAN 1;In;0x440;25379;574.8157;8;00;60;00;FE;7F;00;A0;04;0.0297
CAN 1;Out;0x448;24974;574.8158;5;62;00;00;02;90;;;;0.0206
CAN 1;Out;0x280;24765;574.8162;8;01;00;30;0F;00;00;0C;00;0.0206
CAN 1;Out;0x288;24566;574.8162;8;2C;00;13;00;00;4C;74;00;0.0328
CAN 1;Out;0x380;24658;574.8165;8;00;56;00;6C;B0;00;26;00;0.0329
CAN 1;Out;0x588;24456;574.8171;8;00;80;7C;00;00;00;00;00;0.0329
CAN 1;Out;0x488;24369;574.8171;8;A2;00;00;7C;FE;FF;FF;20;0.0329
CAN 1;Out;0x4A0;24165;574.8172;8;00;00;00;00;00;00;00;00;0.0326
CAN 1;In;0x540;24879;574.8175;8;40;00;FF;00;FF;00;02;0F;0.0310
CAN 1;Out;0x1A0;22842;574.8179;8;00;48;00;00;FE;FE;00;3E;0.0333
CAN 1;Out;0x2A0;22642;574.8179;8;00;00;00;00;00;00;20;20;0.0329
CAN 1;In;0x548;24472;574.8180;3;61;00;00;;;;;;0.0315
CAN 1;Out;0x0AE;22289;574.8186;8;23;20;00;00;00;00;03;00;0.0336
CAN 1;Out;0x524;10382;574.8186;8;00;00;FA;FF;00;00;80;04;0.0410
CAN 1;Out;0x523;10401;574.8188;8;00;00;00;00;00;00;64;00;0.0408
CAN 1;Out;0x522;10419;574.8191;8;18;04;08;00;00;00;00;00;0.0407
CAN 1;Out;0x521;10417;574.8193;8;E8;03;00;00;7C;00;00;00;0.0409
CAN 1;Out;0x520;10410;574.8198;8;CC;03;00;00;0B;03;E9;03;0.0412
CAN 1;Out;0x448;24975;574.8243;5;62;00;00;03;90;;;;0.0085
CAN 1;Out;0x280;24766;574.8243;8;01;00;30;0F;00;00;0C;00;0.0081
CAN 1;Out;0x288;24567;574.8243;8;2C;00;13;00;00;4C;74;00;0.0081
CAN 1;Out;0x380;24659;574.8248;8;00;56;00;6C;B0;00;26;00;0.0083
CAN 1;Out;0x588;24457;574.8248;8;00;80;7C;00;00;00;00;00;0.0077
CAN 1;Out;0x488;24370;574.8250;8;65;00;00;7C;FE;FF;28;30;0.0079
CAN 1;In;0x440;25380;574.8256;8;00;60;00;FE;7F;00;A8;04;0.0099
CAN 1;Out;0x4A0;24166;574.8257;8;00;00;00;00;00;00;00;00;0.0085
CAN 1;Out;0x1A0;22843;574.8259;8;00;48;00;00;FE;FE;00;3F;0.0080
CAN 1;Out;0x2A0;22643;574.8263;8;00;00;00;00;00;00;30;30;0.0084
CAN 1;Out;0x0AE;22290;574.8263;8;33;30;00;00;00;00;03;00;0.0077
CAN 1;In;0x540;24880;574.8266;8;50;00;FF;00;FF;00;02;0F;0.0091
CAN 1;In;0x548;24473;574.8273;3;65;FF;03;;;;;;0.0093
CAN 1;Out;0x321;2909;574.8337;1;AC;;;;;;;;0.4052
CAN 1;Out;0x420;1486;574.8341;8;24;84;85;00;00;12;FF;00;0.4053
CAN 1;Out;0x390;2853;574.8341;8;01;00;50;00;00;00;00;00;0.4047
CAN 1;Out;0x38A;14480;574.8341;4;1C;00;1C;00;;;;;0.0203
CAN 1;Out;0x480;14295;574.8345;8;84;00;00;80;44;00;02;42;0.0206
CAN 1;Out;0x3A0;14188;574.8346;8;B6;02;52;96;CD;16;A8;0F;0.0206
CAN 1;Out;0x5A0;13868;574.8348;8;7F;00;00;20;00;10;08;AB;0.0204
CAN 1;Out;0x4A8;13811;574.8354;8;3E;00;90;01;00;00;10;BF;0.0210
CAN 1;Out;0x1AC;13818;574.8354;8;B8;82;00;00;69;41;00;12;0.0208
CAN 1;In;0x440;25381;574.8357;8;00;60;00;FE;7F;00;B0;04;0.0101
CAN 1;Out;0x050;13279;574.8357;4;00;F0;20;D0;;;;;0.0204
CAN 1;Out;0x0C2;13166;574.8362;8;00;00;00;00;80;50;00;7B;0.0208
CAN 1;Out;0x320;13142;574.8362;8;64;00;89;10;00;02;00;80;0.0208
CAN 1;In;0x540;24881;574.8364;8;60;00;FF;00;FF;00;02;0F;0.0098
CAN 1;Out;0x448;24976;574.8369;5;62;00;FC;14;90;;;;0.0126
CAN 1;Out;0x280;24767;574.8369;8;01;00;30;0F;00;00;0C;00;0.0126
CAN 1;In;0x548;24474;574.8371;3;65;FF;03;;;;;;0.0098
CAN 1;Out;0x288;24568;574.8374;8;64;00;13;00;00;4C;74;00;0.0131
CAN 1;Out;0x380;24660;574.8375;8;00;56;00;6C;B0;00;26;00;0.0127
CAN 1;Out;0x520;10411;574.8604;8;CD;03;00;00;04;03;E9;03;0.0405
CAN 1;Out;0x448;24977;574.8648;5;62;00;00;07;90;;;;0.0279
CAN 1;Out;0x280;24768;574.8648;8;01;00;34;0F;00;00;0C;00;0.0279
CAN 1;Out;0x288;24569;574.8648;8;64;00;13;00;00;4C;74;00;0.0274
CAN 1;Out;0x380;24661;574.8653;8;00;56;00;6C;B0;00;26;00;0.0278
CAN 1;Out;0x588;24458;574.8653;8;00;80;7C;00;00;00;00;00;0.0405
CAN 1;Out;0x488;24371;574.8655;8;25;00;00;7C;FE;FF;28;70;0.0405
CAN 1;In;0x440;25382;574.8660;8;00;60;00;FE;7F;00;C8;04;0.0303
CAN 1;Out;0x4A0;24167;574.8661;8;00;00;00;00;00;00;00;00;0.0404
CAN 1;Out;0x1A0;22844;574.8662;8;00;48;00;00;FE;FE;00;33;0.0404
CAN 1;Out;0x2A0;22644;574.8666;8;00;00;00;00;00;00;70;70;0.0403
CAN 1;Out;0x0AE;22291;574.8668;8;73;70;00;00;00;00;03;00;0.0405
CAN 1;In;0x540;24882;574.8676;8;90;00;FF;00;FF;00;02;46;0.0312
CAN 1;In;0x548;24475;574.8681;3;61;00;00;;;;;;0.0309
CAN 1;Out;0x38A;14481;574.8746;4;3C;00;3C;00;;;;;0.0405
CAN 1;Out;0x480;14296;574.8746;8;C1;00;00;80;44;00;02;07;0.0401
CAN 1;Out;0x3A0;14189;574.8747;8;B6;04;52;96;CD;16;A8;0F;0.0401
CAN 1;Out;0x5A0;13869;574.8751;8;7F;00;00;40;00;10;08;AB;0.0404
CAN 1;Out;0x4A8;13812;574.8752;8;37;00;90;01;00;00;30;96;0.0398
CAN 1;In;0x440;25383;574.8754;8;00;60;00;FE;7F;00;D0;04;0.0093
CAN 1;Out;0x1AC;13819;574.8759;8;BE;84;00;00;69;41;00;12;0.0405
CAN 1;Out;0x050;13280;574.8760;4;00;F0;40;B0;;;;;0.0402
CAN 1;In;0x540;24883;574.8762;8;A0;00;FF;00;FF;00;02;46;0.0085
CAN 1;Out;0x0C2;13167;574.8765;8;00;00;00;00;80;70;00;5B;0.0404
CAN 1;Out;0x320;13143;574.8766;8;64;00;89;10;00;04;00;80;0.0404
CAN 1;In;0x548;24476;574.8766;3;65;CA;00;;;;;;0.0086
CAN 1;Out;0x448;24978;574.8768;5;62;00;CA;18;90;;;;0.0120
CAN 1;Out;0x280;24769;574.8772;8;01;00;34;0F;00;00;0C;00;0.0124
CAN 1;Out;0x288;24570;574.8773;8;8B;00;13;00;00;4C;74;00;0.0124
CAN 1;Out;0x380;24662;574.8774;8;00;56;00;6C;B0;00;26;00;0.0121
CAN 1;Out;0x588;24459;574.8778;8;00;80;7C;00;00;00;00;00;0.0124
CAN 1;Out;0x488;24372;574.8779;8;02;00;00;7C;FE;FF;FF;80;0.0124
CAN 1;Out;0x4A0;24168;574.8785;8;00;00;00;00;00;00;00;00;0.0125
CAN 1;Out;0x1A0;22845;574.8786;8;00;48;00;00;FE;FE;00;34;0.0123
CAN 1;Out;0x2A0;22645;574.8788;8;00;00;00;00;00;00;80;80;0.0122
CAN 1;Out;0x0AE;22292;574.8793;8;83;80;00;00;00;00;03;00;0.0125
CAN 1;Out;0x524;10383;574.8793;8;00;00;FA;FF;00;00;80;04;0.0607
CAN 1;Out;0x523;10402;574.8796;8;00;00;00;00;00;00;64;00;0.0609
CAN 1;Out;0x522;10420;574.8796;8;26;04;08;00;00;00;00;00;0.0605
CAN 1;Out;0x521;10418;574.8804;8;E9;03;00;00;7C;00;00;00;0.0611
CAN 1;Out;0x520;10412;574.8804;8;CD;03;00;00;0C;03;E9;03;0.0200
CAN 1;Out;0x448;24979;574.8848;5;62;00;00;09;90;;;;0.0080
CAN 1;Out;0x280;24770;574.8848;8;01;00;34;0F;00;00;0C;00;0.0076
CAN 1;Out;0x288;24571;574.8849;8;8B;00;13;00;00;4C;74;00;0.0076
CAN 1;Out;0x380;24663;574.8851;8;00;56;00;6C;B0;00;26;00;0.0077
CAN 1;Out;0x588;24460;574.8857;8;00;80;7C;00;00;00;00;00;0.0080
CAN 1;Out;0x488;24373;574.8857;8;C5;00;00;7C;FE;FF;28;90;0.0078
CAN 1;Out;0x4A0;24169;574.8858;8;00;00;00;00;00;00;00;00;0.0072
CAN 1;In;0x440;25384;574.8860;8;00;60;00;FE;7F;00;D8;04;0.0107
CAN 1;Out;0x1A0;22846;574.8865;8;00;48;00;00;FE;FE;00;35;0.0079
CAN 1;Out;0x2A0;22646;574.8865;8;00;00;00;00;00;00;90;90;0.0077
CAN 1;Out;0x0AE;22293;574.8871;8;93;90;00;00;00;00;03;00;0.0079
CAN 1;In;0x540;24884;574.8873;8;B0;00;FF;00;FF;00;02;46;0.0112
CAN 1;In;0x548;24477;574.8877;3;61;00;00;;;;;;0.0111
CAN 1;Out;0x38A;14482;574.8950;4;4C;00;4C;00;;;;;0.0204
CAN 1;Out;0x480;14297;574.8950;8;C1;00;00;80;44;00;02;07;0.0204
CAN 1;Out;0x3A0;14190;574.8950;8;B6;05;52;96;CD;16;A8;0F;0.0204
CAN 1;In;0x440;25385;574.8954;8;00;60;00;FE;7F;00;E0;04;0.0094
CAN 1;Out;0x5A0;13870;574.8955;8;7F;00;00;50;00;10;08;AB;0.0204
CAN 1;Out;0x448;24980;574.9049;5;62;00;00;0B;90;;;;0.0200
CAN 1;Out;0x280;24771;574.9049;8;01;00;34;0F;00;00;0C;00;0.0200
CAN 1;Out;0x288;24572;574.9049;8;8B;00;13;00;00;4C;74;00;0.0200
CAN 1;Out;0x380;24664;574.9053;8;00;56;00;6C;B0;00;26;00;0.0202
CAN 1;Out;0x588;24461;574.9053;8;00;80;7C;00;00;00;00;00;0.0196
CAN 1;Out;0x488;24374;574.9055;8;E5;00;00;7C;FE;FF;28;B0;0.0198
CAN 1;In;0x440;25386;574.9065;8;00;60;00;FE;7F;00;E8;04;0.0111
CAN 1;Out;0x4A0;24170;574.9066;8;00;00;00;00;00;00;00;00;0.0208
CAN 1;Out;0x1A0;22847;574.9066;8;00;48;00;00;FE;FE;00;37;0.0201
CAN 1;In;0x540;24885;574.9070;8;D0;00;FF;00;FF;00;02;0F;0.0197
CAN 1;Out;0x2A0;22647;574.9070;8;00;00;00;00;00;00;B0;B0;0.0205
CAN 1;Out;0x0AE;22294;574.9071;8;B3;B0;00;00;00;00;03;00;0.0199
CAN 1;In;0x548;24478;574.9084;3;65;CA;FF;;;;;;0.0207
CAN 1;Out;0x38A;14483;574.9150;4;5C;00;5C;00;;;;;0.0200
CAN 1;Out;0x480;14298;574.9150;8;C1;00;00;80;44;00;02;07;0.0200
CAN 1;Out;0x3A0;14191;574.9151;8;B6;06;52;96;CD;16;A8;0F;0.0200
CAN 1;In;0x440;25387;574.9155;8;00;60;00;FE;7F;00;F0;04;0.0089
CAN 1;Out;0x5A0;13871;574.9155;8;7F;00;00;60;00;10;08;AB;0.0200
CAN 1;Out;0x4A8;13813;574.9156;8;3D;00;90;01;00;00;50;FC;0.0405
CAN 1;Out;0x1AC;13820;574.9158;8;BC;86;00;00;69;41;00;12;0.0399
CAN 1;Out;0x050;13281;574.9165;4;00;F0;60;90;;;;;0.0405
CAN 1;Out;0x0C2;13168;574.9165;8;00;00;00;00;80;90;00;3B;0.0400
CAN 1;In;0x540;24886;574.9169;8;E0;00;FF;00;FF;00;02;0F;0.0099
CAN 1;Out;0x320;13144;574.9169;8;64;00;89;10;00;06;00;80;0.0403
CAN 1;Out;0x448;24981;574.9169;5;62;00;35;1C;90;;;;0.0121
CAN 1;Out;0x280;24772;574.9174;8;01;00;0C;0F;00;00;0C;00;0.0125
CAN 1;Out;0x288;24573;574.9174;8;FE;00;13;00;00;4C;74;00;0.0125
CAN 1;In;0x548;24479;574.9176;3;65;CA;FF;;;;;;0.0092
CAN 1;Out;0x380;24665;574.9183;8;00;56;00;6C;B0;00;26;00;0.0130
CAN 1;Out;0x588;24462;574.9183;8;00;80;7C;00;00;00;00;00;0.0130
CAN 1;Out;0x488;24375;574.9183;8;42;00;00;7C;FE;FF;FF;C0;0.0128
CAN 1;Out;0x4A0;24171;574.9186;8;00;00;00;00;00;00;00;00;0.0121
CAN 1;Out;0x1A0;22848;574.9191;8;00;48;00;00;FE;FE;00;38;0.0125
CAN 1;Out;0x2A0;22648;574.9191;8;00;00;00;00;00;00;C0;C0;0.0121
CAN 1;Out;0x0AE;22295;574.9193;8;C3;C0;00;00;00;00;03;00;0.0123
CAN 1;Out;0x524;10384;574.9198;8;00;00;FA;FF;00;00;80;04;0.0405
CAN 1;Out;0x523;10403;574.9198;8;00;00;00;00;00;00;64;00;0.0402
CAN 1;Out;0x522;10421;574.9203;8;1B;04;08;00;00;00;00;00;0.0406
CAN 1;Out;0x521;10419;574.9203;8;E8;03;00;00;7D;00;00;00;0.0399
CAN 1;Out;0x520;10413;574.9210;8;C3;03;00;00;05;03;E8;03;0.0406
CAN 1;Out;0x448;24982;574.9251;5;62;00;35;1D;90;;;;0.0081
CAN 1;Out;0x280;24773;574.9251;8;01;00;0C;0F;00;00;0C;00;0.0077
CAN 1;Out;0x288;24574;574.9251;8;FE;00;13;00;00;4C;74;00;0.0077
CAN 1;In;0x440;25388;574.9253;8;00;60;00;FE;7F;00;F8;04;0.0098
CAN 1;Out;0x380;24666;574.9259;8;00;56;00;6C;B0;00;26;00;0.0076
CAN 1;Out;0x588;24463;574.9259;8;00;80;7C;00;00;00;00;00;0.0076
CAN 1;Out;0x488;24376;574.9259;8;85;00;00;7C;FE;FF;28;D0;0.0076
CAN 1;In;0x540;24887;574.9262;8;F0;00;FF;00;FF;00;02;0F;0.0093
CAN 1;Out;0x4A0;24172;574.9266;8;00;00;00;00;00;00;00;00;0.0080
CAN 1;Out;0x1A0;22849;574.9266;8;00;48;00;00;FE;FE;00;39;0.0076
CAN 1;In;0x548;24480;574.9267;3;61;00;00;;;;;;0.0091
CAN 1;Out;0x2A0;22649;574.9275;8;00;00;00;00;00;00;D0;D0;0.0084
CAN 1;Out;0x0AE;22296;574.9275;8;D3;D0;00;00;00;00;03;00;0.0082
CAN 1;Out;0x321;2910;574.9349;1;AC;;;;;;;;0.1012
CAN 1;Out;0x380;24667;574.9667;8;00;56;00;6C;B0;00;26;00;0.0408
CAN 1;Out;0x588;24464;574.9667;8;00;80;7C;00;00;00;00;00;0.0408
CAN 1;Out;0x488;24377;574.9667;8;45;00;00;7C;FE;FF;28;10;0.0408
CAN 1;Out;0x4A0;24173;574.9673;8;00;00;00;00;00;00;00;00;0.0407
CAN 1;Out;0x1A0;22850;574.9673;8;00;48;00;00;FE;FE;00;3D;0.0407
CAN 1;Out;0x2A0;22650;574.9675;8;00;00;00;00;00;00;10;10;0.0401
CAN 1;Out;0x0AE;22297;574.9682;8;13;10;00;00;00;00;03;00;0.0407
CAN 1;In;0x440;25389;574.9757;8;00;60;00;FE;7F;00;A0;04;0.0504
CAN 1;In;0x540;24888;574.9757;8;40;00;FF;00;FF;00;02;0F;0.0495
CAN 1;In;0x548;24481;574.9758;3;61;00;00;;;;;;0.0490
CAN 1;Out;0x38A;14484;574.9761;4;8C;00;8C;00;;;;;0.0611
CAN 1;Out;0x480;14299;574.9761;8;3E;00;00;80;44;00;02;F8;0.0611
CAN 1;Out;0x3A0;14192;574.9761;8;B6;09;52;96;CD;16;A8;0F;0.0611
CAN 1;Out;0x5A0;13872;574.9766;8;7F;00;00;90;00;10;08;AB;0.0611
CAN 1;Out;0x4A8;13814;574.9766;8;54;00;90;01;00;00;80;45;0.0610
CAN 1;Out;0x1AC;13821;574.9768;8;B3;89;00;00;69;41;00;12;0.0610
CAN 1;Out;0x050;13282;574.9777;4;00;F0;90;60;;;;;0.0612
CAN 1;Out;0x0C2;13169;574.9778;8;00;00;00;00;80;C0;00;0B;0.0612
CAN 1;Out;0x320;13145;574.9778;8;64;00;89;10;00;09;00;80;0.0609
CAN 1;Out;0x448;24983;574.9782;5;62;00;00;02;90;;;;0.0531
CAN 1;Out;0x280;24774;574.9782;8;01;00;D8;0E;00;00;0C;00;0.0531
CAN 1;Out;0x288;24575;574.9787;8;2C;00;13;00;00;4C;74;00;0.0536
CAN 1;Out;0x380;24668;574.9787;8;00;56;00;6C;B0;00;26;00;0.0120
CAN 1;Out;0x588;24465;574.9789;8;00;80;7C;00;00;00;00;00;0.0122
CAN 1;Out;0x488;24378;574.9796;8;A2;00;00;7C;FE;FF;FF;20;0.0129
CAN 1;Out;0x4A0;24174;574.9796;8;00;00;00;00;00;00;00;00;0.0123
CAN 1;Out;0x1A0;22851;574.9796;8;00;48;00;00;FE;FE;00;3E;0.0123
CAN 1;Out;0x2A0;22651;574.9799;8;00;00;00;00;00;00;20;20;0.0124
CAN 1;Out;0x0AE;22298;574.9804;8;23;20;00;00;00;00;03;00;0.0122
CAN 1;Out;0x524;10385;574.9804;8;00;00;FA;FF;00;00;80;04;0.0606
CAN 1;Out;0x523;10404;574.9807;8;00;00;00;00;00;00;64;00;0.0609
CAN 1;Out;0x522;10422;574.9813;8;24;04;08;00;00;00;00;00;0.0610
CAN 1;Out;0x521;10420;574.9813;8;E1;03;00;00;7E;00;00;00;0.0610
CAN 1;Out;0x520;10414;574.9813;8;B6;03;00;00;0A;03;E1;03;0.0604
CAN 1;In;0x440;25390;574.9852;8;00;60;00;FE;7F;00;A8;04;0.0095
CAN 1;In;0x540;24889;574.9853;8;50;00;FF;00;FF;00;02;0F;0.0096
CAN 1;In;0x548;24482;574.9858;3;61;00;00;;;;;;0.0100
CAN 1;Out;0x448;24984;574.9859;5;62;00;00;03;90;;;;0.0077
CAN 1;Out;0x280;24775;574.9859;8;01;00;D8;0E;00;00;0C;00;0.0077
CAN 1;Out;0x288;24576;574.9859;8;2C;00;13;00;00;4C;74;00;0.0072
CAN 1;Out;0x380;24669;574.9861;8;00;56;00;6C;B0;00;26;00;0.0074
CAN 1;Out;0x588;24466;574.9867;8;00;80;7C;00;00;00;00;00;0.0078
CAN 1;Out;0x488;24379;574.9867;8;65;00;00;7C;FE;FF;28;30;0.0071
CAN 1;Out;0x4A0;24175;574.9870;8;00;00;00;00;00;00;00;00;0.0074
CAN 1;Out;0x1A0;22852;574.9874;8;00;48;00;00;FE;FE;00;3F;0.0078
CAN 1;Out;0x2A0;22652;574.9874;8;00;00;00;00;00;00;30;30;0.0075
CAN 1;Out;0x0AE;22299;574.9877;8;33;30;00;00;00;00;03;00;0.0073
CAN 1;In;0x440;25391;574.9955;8;00;60;00;FE;7F;00;B0;04;0.0103
CAN 1;In;0x540;24890;574.9955;8;60;00;FF;00;FF;00;02;0F;0.0102
CAN 1;In;0x548;24483;574.9958;3;65;F9;01;;;;;;0.0101
CAN 1;Out;0x38A;14485;574.9963;4;9C;00;9C;00;;;;;0.0202
CAN 1;Out;0x480;14300;574.9963;8;3E;00;00;80;44;00;02;F8;0.0202
CAN 1;Out;0x3A0;14193;574.9963;8;B6;0A;52;96;CD;16;A8;0F;0.0202
CAN 1;Out;0x5A0;13873;574.9965;8;7F;00;00;A0;00;10;08;AB;0.0200
CAN 1;Out;0x4A8;13815;574.9972;8;43;00;90;01;00;00;90;42;0.0206
CAN 1;Out;0x1AC;13822;574.9972;8;B0;8A;00;00;69;41;00;12;0.0204
CAN 1;Out;0x050;13283;574.9973;4;00;F0;A0;50;;;;;0.0195
CAN 1;Out;0x0C2;13170;574.9975;8;00;00;00;00;80;D0;00;FB;0.0198
CAN 1;Out;0x320;13146;574.9980;8;64;00;89;10;00;0A;00;80;0.0202
CAN 1;In;0x440;25392;575.0457;8;00;60;00;FE;7F;00;D8;04;0.0502
CAN 1;In;0x540;24891;575.0457;8;B0;00;FF;00;FF;00;02;46;0.0502
CAN 1;In;0x548;24484;575.0459;3;61;00;00;;;;;;0.0501
CAN 1;Out;0x448;24985;575.0465;5;62;00;00;09;90;;;;0.0607
CAN 1;Out;0x280;24776;575.0465;8;01;00;3C;0F;00;00;0C;00;0.0607
CAN 1;Out;0x288;24577;575.0466;8;8B;00;13;00;00;4C;74;00;0.0607
CAN 1;Out;0x380;24670;575.0472;8;00;56;00;6C;B0;00;27;00;0.0612
CAN 1;Out;0x588;24467;575.0473;8;00;80;7C;00;00;00;00;00;0.0606
CAN 1;Out;0x488;24380;575.0473;8;C5;00;00;7C;FE;FF;28;90;0.0606
CAN 1;Out;0x4A0;24176;575.0476;8;00;00;00;00;00;00;00;00;0.0606
CAN 1;Out;0x1A0;22853;575.0480;8;00;48;00;00;FE;FE;00;35;0.0606
CAN 1;Out;0x2A0;22653;575.0481;8;00;00;00;00;00;00;90;90;0.0606
CAN 1;Out;0x0AE;22300;575.0484;8;93;90;00;00;00;00;03;00;0.0607
CAN 1;In;0x440;25393;575.0556;8;00;60;00;FE;7F;00;E0;04;0.0100
CAN 1;In;0x540;24892;575.0557;8;C0;00;FF;00;FF;00;02;0F;0.0100
CAN 1;In;0x548;24485;575.0557;3;65;FF;05;;;;;;0.0098
CAN 1;Out;0x38A;14486;575.0567;4;1C;00;1C;00;;;;;0.0604
CAN 1;Out;0x480;14301;575.0567;8;72;00;00;80;44;00;02;B4;0.0604
CAN 1;Out;0x3A0;14194;575.0567;8;B6;0D;52;96;CD;16;A8;0F;0.0604
CAN 1;Out;0x5A0;13874;575.0575;8;7F;00;00;D0;00;10;08;AB;0.0609
CAN 1;Out;0x4A8;13816;575.0575;8;43;00;90;01;00;00;C0;12;0.0603
CAN 1;Out;0x1AC;13823;575.0575;8;B7;8D;00;00;69;41;00;12;0.0603
CAN 1;Out;0x050;13284;575.0578;4;00;F0;D0;20;;;;;0.0606
CAN 1;Out;0x0C2;13171;575.0583;8;00;00;00;00;80;10;00;BB;0.0608
CAN 1;Out;0x320;13147;575.0583;8;64;00;89;10;00;0D;00;80;0.0603
CAN 1;Out;0x448;24986;575.0584;5;62;00;FA;1A;90;;;;0.0119
CAN 1;Out;0x280;24777;575.0592;8;01;00;3C;0F;00;00;0C;00;0.0127
CAN 1;Out;0x288;24578;575.0592;8;8B;00;13;00;00;4C;74;00;0.0127
CAN 1;Out;0x380;24671;575.0593;8;00;56;00;6C;B0;00;27;00;0.0120
CAN 1;Out;0x588;24468;575.0596;8;00;80;7C;00;00;00;00;00;0.0123
CAN 1;Out;0x488;24381;575.0600;8;22;00;00;7C;FE;FF;FF;A0;0.0127
CAN 1;Out;0x4A0;24177;575.0601;8;00;00;00;00;00;00;00;00;0.0125
CAN 1;Out;0x1A0;22854;575.0604;8;00;48;00;00;FE;FE;00;36;0.0123
CAN 1;Out;0x2A0;22654;575.0606;8;00;00;00;00;00;00;A0;A0;0.0125
CAN 1;Out;0x0AE;22301;575.0612;8;A3;A0;00;00;00;00;03;00;0.0128
CAN 1;Out;0x524;10386;575.0612;8;00;00;FA;FF;00;00;80;04;0.0808
CAN 1;Out;0x523;10405;575.0612;8;00;00;00;00;00;00;64;00;0.0806
CAN 1;Out;0x522;10423;575.0615;8;1D;04;08;00;00;00;00;00;0.0802
CAN 1;Out;0x521;10421;575.0619;8;D7;03;00;00;7B;00;00;00;0.0806
CAN 1;Out;0x520;10415;575.0620;8;CF;03;00;00;17;03;D7;03;0.0807
CAN 1;In;0x440;25394;575.0650;8;00;60;00;FE;7F;00;E8;04;0.0094
CAN 1;In;0x540;24893;575.0654;8;D0;00;FF;00;FF;00;02;0F;0.0097
CAN 1;In;0x548;24486;575.0654;3;61;00;00;;;;;;0.0097
CAN 1;Out;0x448;24987;575.0669;5;62;00;00;0B;90;;;;0.0085
CAN 1;Out;0x280;24778;575.0670;8;01;00;3C;0F;00;00;0C;00;0.0077
CAN 1;Out;0x288;24579;575.0670;8;8B;00;13;00;00;4C;74;00;0.0077
CAN 1;Out;0x380;24672;575.0676;8;00;56;00;6C;B0;00;27;00;0.0083
CAN 1;Out;0x588;24469;575.0676;8;00;80;7C;00;00;00;00;00;0.0080
CAN 1;Out;0x488;24382;575.0678;8;E5;00;00;7C;FE;FF;28;B0;0.0078
CAN 1;Out;0x4A0;24178;575.0681;8;00;00;00;00;00;00;00;00;0.0081
CAN 1;Out;0x1A0;22855;575.0682;8;00;48;00;00;FE;FE;00;37;0.0078
CAN 1;Out;0x2A0;22655;575.0689;8;00;00;00;00;00;00;B0;B0;0.0083
CAN 1;Out;0x0AE;22302;575.0690;8;B3;B0;00;00;00;00;03;00;0.0078
CAN 1;In;0x440;25395;575.0751;8;00;60;00;FE;7F;00;F0;04;0.0101
CAN 1;In;0x540;24894;575.0753;8;E0;00;FF;00;FF;00;02;0F;0.0099
CAN 1;In;0x548;24487;575.0757;3;61;00;00;;;;;;0.0103
CAN 1;Out;0x38A;14487;575.0769;4;2C;00;2C;00;;;;;0.0202
CAN 1;Out;0x480;14302;575.0769;8;72;00;00;80;44;00;02;B4;0.0202
CAN 1;Out;0x3A0;14195;575.0770;8;B6;0E;52;96;CD;16;A8;0F;0.0202
CAN 1;In;0x440;25396;575.0950;8;00;60;00;FE;7F;00;80;04;0.0199
CAN 1;In;0x540;24895;575.0957;8;00;00;FF;00;FF;00;02;46;0.0204
