Bus;Dir;ID;Count;Time;Len;D0;D1;D2;D3;D4;D5;D6;D7;Period
CAN 1;In;0x540;24570;567.8355;8;90;00;FF;00;FF;00;02;46;0.0087
CAN 1;In;0x548;24169;567.8355;3;61;00;00;;;;;;0.0073
CAN 1;Out;0x321;2866;567.8417;1;AC;;;;;;;;0.1013
CAN 1;Out;0x390;2810;567.8419;8;01;00;50;00;00;00;00;00;0.1010
CAN 1;Out;0x38A;14284;567.8419;4;8C;00;8C;00;;;;;0.0201
CAN 1;Out;0x480;14102;567.8419;8;3E;00;00;80;41;00;02;FD;0.0201
CAN 1;Out;0x3A0;13996;567.8427;8;B6;09;52;96;CD;16;A8;0F;0.0209
CAN 1;Out;0x5A0;13683;567.8427;8;7F;00;00;90;00;10;08;AB;0.0207
CAN 1;Out;0x448;24667;567.8528;5;62;00;00;03;90;;;;0.0211
CAN 1;Out;0x280;24458;567.8528;8;01;00;E0;0E;00;00;0C;00;0.0211
CAN 1;Out;0x288;24262;567.8528;8;2C;00;13;00;00;4C;74;00;0.0211
CAN 1;Out;0x380;24351;567.8533;8;00;56;00;6C;B0;00;26;00;0.0214
CAN 1;Out;0x588;24152;567.8533;8;00;80;7C;00;00;00;00;00;0.0210
CAN 1;Out;0x488;24068;567.8535;8;65;00;00;7C;FE;FF;28;30;0.0211
CAN 1;Out;0x4A0;23865;567.8541;8;00;00;00;00;00;00;00;00;0.0212
CAN 1;Out;0x1A0;22558;567.8541;8;00;4A;00;00;FE;FE;00;3F;0.0212
CAN 1;Out;0x2A0;22361;567.8543;8;00;00;00;00;00;00;30;30;0.0212
CAN 1;Out;0x0AE;22010;567.8547;8;33;30;00;00;00;00;03;00;0.0210
CAN 1;In;0x440;25063;567.8559;8;00;60;00;FE;7F;00;D8;04;0.0205
CAN 1;In;0x540;24571;567.8560;8;B0;00;FF;00;FF;00;02;46;0.0205
CAN 1;In;0x548;24170;567.8560;3;61;00;00;;;;;;0.0205
CAN 1;Out;0x38A;14285;567.8628;4;9C;00;9C;00;;;;;0.0209
CAN 1;Out;0x480;14103;567.8628;8;3E;00;00;80;41;00;02;FD;0.0209
CAN 1;Out;0x3A0;13997;567.8629;8;B6;0A;52;96;CD;16;A8;0F;0.0202
CAN 1;Out;0x5A0;13684;567.8634;8;7F;00;00;A0;00;10;08;AB;0.0206
CAN 1;Out;0x4A8;13627;567.8634;8;43;00;90;01;00;00;90;42;0.0408
CAN 1;Out;0x1AC;13638;567.8636;8;B0;8A;00;00;69;41;00;12;0.0410
CAN 1;Out;0x050;13110;567.8643;4;00;F0;A0;50;;;;;0.0415
CAN 1;Out;0x0C2;12999;567.8644;8;00;00;00;00;80;60;00;6B;0.0411
CAN 1;Out;0x320;12974;567.8644;8;64;00;89;10;00;0A;00;80;0.0411
CAN 1;Out;0x448;24668;567.8647;5;62;00;00;04;90;;;;0.0120
CAN 1;Out;0x280;24459;567.8651;8;01;00;E0;0E;00;00;0C;00;0.0124
CAN 1;Out;0x288;24263;567.8652;8;64;00;13;00;00;4C;74;00;0.0124
CAN 1;In;0x440;25064;567.8655;8;00;60;00;FE;7F;00;E0;04;0.0095
CAN 1;Out;0x380;24352;567.8661;8;00;56;00;6C;B0;00;26;00;0.0128
CAN 1;Out;0x588;24153;567.8661;8;00;80;7C;00;00;00;00;00;0.0128
CAN 1;Out;0x488;24069;567.8662;8;C2;00;00;7C;FE;FF;FF;40;0.0127
CAN 1;In;0x540;24572;567.8664;8;C0;00;FF;00;FF;00;02;0F;0.0105
CAN 1;Out;0x4A0;23866;567.8665;8;00;00;00;00;00;00;00;00;0.0124
CAN 1;Out;0x1A0;22559;567.8669;8;00;4A;00;00;FE;FE;00;30;0.0128
CAN 1;Out;0x2A0;22362;567.8669;8;00;00;00;00;00;00;40;40;0.0126
CAN 1;In;0x548;24171;567.8677;3;61;00;00;;;;;;0.0117
CAN 1;Out;0x0AE;22011;567.8677;8;43;40;00;00;00;00;03;00;0.0131
CAN 1;Out;0x524;10259;567.8677;8;00;00;EA;FF;00;00;80;04;0.0417
CAN 1;Out;0x523;10280;567.8680;8;00;00;00;00;00;00;64;00;0.0412
CAN 1;Out;0x522;10296;567.8684;8;1A;04;08;00;00;00;00;00;0.0415
CAN 1;Out;0x521;10294;567.8684;8;C9;03;00;00;77;00;00;00;0.0413
CAN 1;Out;0x520;10290;567.8686;8;B8;03;00;00;16;03;C9;03;0.0411
CAN 1;Out;0x448;24669;567.8731;5;62;00;00;05;90;;;;0.0084
CAN 1;Out;0x280;24460;567.8731;8;01;00;9C;0E;00;00;0C;00;0.0080
CAN 1;Out;0x288;24264;567.8731;8;64;00;13;00;00;4C;74;00;0.0080
CAN 1;Out;0x380;24353;567.8735;8;00;56;00;6C;B0;00;25;00;0.0074
CAN 1;Out;0x588;24154;567.8736;8;00;80;7C;00;00;00;00;00;0.0074
CAN 1;Out;0x488;24070;567.8742;8;05;00;00;7C;FE;FF;28;50;0.0080
CAN 1;Out;0x4A0;23867;567.8742;8;00;00;00;00;00;00;00;00;0.0077
CAN 1;Out;0x1A0;22560;567.8743;8;00;4A;00;00;FE;FE;00;31;0.0074
CAN 1;Out;0x2A0;22363;567.8747;8;00;00;00;00;00;00;50;50;0.0078
CAN 1;Out;0x0AE;22012;567.8748;8;53;50;00;00;00;00;03;00;0.0070
CAN 1;In;0x440;25065;567.8758;8;00;60;00;FE;7F;00;E8;04;0.0103
CAN 1;In;0x540;24573;567.8762;8;D0;00;FF;00;FF;00;02;0F;0.0098
CAN 1;In;0x548;24172;567.8763;3;61;00;00;;;;;;0.0086
CAN 1;Out;0x448;24670;567.9127;5;62;00;00;09;90;;;;0.0397
CAN 1;Out;0x280;24461;567.9127;8;01;00;9C;0E;00;00;0C;00;0.0396
CAN 1;Out;0x288;24265;567.9128;8;8B;00;13;00;00;4C;74;00;0.0396
CAN 1;Out;0x380;24354;567.9130;8;00;56;00;6C;B0;00;25;00;0.0394
CAN 1;Out;0x588;24155;567.9136;8;00;80;7C;00;00;00;00;00;0.0400
CAN 1;Out;0x488;24071;567.9136;8;C5;00;00;7C;FE;FF;28;90;0.0394
CAN 1;Out;0x4A0;23868;567.9137;8;00;00;00;00;00;00;00;00;0.0394
CAN 1;Out;0x1A0;22561;567.9142;8;00;4A;00;00;FE;FE;00;35;0.0400
CAN 1;Out;0x2A0;22364;567.9143;8;00;00;00;00;00;00;90;90;0.0395
CAN 1;Out;0x0AE;22013;567.9144;8;93;90;00;00;00;00;03;00;0.0397
CAN 1;In;0x440;25066;567.9155;8;00;60;00;FE;7F;00;88;04;0.0398
CAN 1;In;0x540;24574;567.9158;8;10;00;FF;00;FF;00;02;46;0.0396
CAN 1;In;0x548;24173;567.9164;3;61;00;00;;;;;;0.0401
CAN 1;Out;0x38A;14286;567.9231;4;1C;00;1C;00;;;;;0.0603
CAN 1;Out;0x480;14104;567.9231;8;72;00;00;80;41;00;02;B1;0.0603
CAN 1;Out;0x3A0;13998;567.9232;8;B6;0D;52;96;CD;16;A8;0F;0.0603
CAN 1;Out;0x5A0;13685;567.9234;8;7F;00;00;D0;00;10;08;AB;0.0601
CAN 1;Out;0x4A8;13628;567.9241;8;43;00;90;01;00;00;C0;12;0.0607
CAN 1;Out;0x1AC;13639;567.9242;8;B7;8D;00;00;69;41;00;12;0.0606
CAN 1;Out;0x050;13111;567.9242;4;00;F0;D0;20;;;;;0.0599
CAN 1;Out;0x0C2;13000;567.9245;8;00;00;00;00;80;90;00;3B;0.0601
CAN 1;Out;0x320;12975;567.9250;8;64;00;89;10;00;0D;00;80;0.0606
CAN 1;Out;0x448;24671;567.9251;5;62;00;00;0A;90;;;;0.0123
CAN 1;Out;0x280;24462;567.9251;8;01;00;9C;0E;00;00;0C;00;0.0123
CAN 1;Out;0x288;24266;567.9253;8;8B;00;13;00;00;4C;74;00;0.0125
CAN 1;Out;0x380;24355;567.9260;8;00;56;00;6C;B0;00;25;00;0.0130
CAN 1;Out;0x588;24156;567.9260;8;00;80;7C;00;00;00;00;00;0.0124
CAN 1;In;0x440;25067;567.9263;8;00;60;00;FE;7F;00;90;04;0.0108
CAN 1;Out;0x488;24072;567.9263;8;22;00;00;7C;FE;FF;FF;A0;0.0127
CAN 1;Out;0x4A0;23869;567.9268;8;00;00;00;00;00;00;00;00;0.0131
CAN 1;Out;0x1A0;22562;567.9268;8;00;4A;00;00;FE;FE;00;36;0.0126
CAN 1;In;0x540;24575;567.9271;8;20;00;FF;00;FF;00;02;46;0.0113
CAN 1;In;0x548;24174;567.9277;3;65;E8;FF;;;;;;0.0113
CAN 1;Out;0x2A0;22365;567.9277;8;00;00;00;00;00;00;A0;A0;0.0135
CAN 1;Out;0x0AE;22014;567.9278;8;A3;A0;00;00;00;00;03;00;0.0133
CAN 1;Out;0x524;10260;567.9280;8;00;00;EA;FF;00;00;80;04;0.0603
CAN 1;Out;0x523;10281;567.9284;8;00;00;00;00;00;00;64;00;0.0604
CAN 1;Out;0x522;10297;567.9284;8;1E;04;08;00;00;00;00;00;0.0600
CAN 1;Out;0x521;10295;567.9286;8;CD;03;00;00;79;00;00;00;0.0602
CAN 1;Out;0x520;10291;567.9291;8;A7;03;00;00;15;03;CD;03;0.0605
CAN 1;Out;0x448;24672;567.9332;5;62;00;17;1B;90;;;;0.0081
CAN 1;Out;0x280;24463;567.9332;8;01;00;9C;0E;00;00;0C;00;0.0081
CAN 1;Out;0x288;24267;567.9332;8;8B;00;13;00;00;4C;74;00;0.0079
CAN 1;Out;0x380;24356;567.9336;8;00;56;00;6C;B0;00;25;00;0.0076
CAN 1;Out;0x588;24157;567.9336;8;00;80;7C;00;00;00;00;00;0.0076
CAN 1;Out;0x488;24073;567.9345;8;E5;00;00;7C;FE;FF;28;B0;0.0082
CAN 1;Out;0x4A0;23870;567.9346;8;00;00;00;00;00;00;00;00;0.0078
CAN 1;Out;0x1A0;22563;567.9346;8;00;4A;00;00;FE;FE;00;37;0.0078
CAN 1;Out;0x2A0;22366;567.9350;8;00;00;00;00;00;00;B0;B0;0.0072
CAN 1;Out;0x0AE;22015;567.9354;8;B3;B0;00;00;00;00;03;00;0.0076
CAN 1;In;0x440;25068;567.9356;8;00;60;00;FE;7F;00;98;04;0.0093
CAN 1;In;0x540;24576;567.9365;8;30;00;FF;00;FF;00;02;46;0.0095
CAN 1;In;0x548;24175;567.9366;3;65;E8;FF;;;;;;0.0089
CAN 1;Out;0x321;2867;567.9435;1;AC;;;;;;;;0.1018
CAN 1;Out;0x420;1462;567.9439;8;24;84;85;00;00;12;FF;00;0.2030
CAN 1;Out;0x390;2811;567.9439;8;01;00;50;00;00;00;00;00;0.1020
CAN 1;Out;0x38A;14287;567.9439;4;2C;00;2C;00;;;;;0.0208
CAN 1;Out;0x480;14105;567.9443;8;72;00;00;80;41;00;02;B1;0.0212
CAN 1;Out;0x3A0;13999;567.9443;8;B6;0E;52;96;CD;16;A8;0F;0.0212
CAN 1;Out;0x448;24673;567.9946;5;62;00;00;01;90;;;;0.0614
CAN 1;Out;0x280;24464;567.9946;8;01;00;B4;0E;00;00;0C;00;0.0614
CAN 1;Out;0x288;24268;567.9946;8;2C;00;13;00;00;4C;74;00;0.0614
CAN 1;Out;0x380;24357;567.9950;8;00;56;00;6C;B0;00;25;00;0.0614
CAN 1;Out;0x588;24158;567.9950;8;00;80;7C;00;00;00;00;00;0.0614
CAN 1;Out;0x488;24074;567.9955;8;45;00;00;7C;FE;FF;28;10;0.0609
CAN 1;Out;0x4A0;23871;567.9955;8;00;00;00;00;00;00;00;00;0.0610
CAN 1;In;0x440;25069;567.9964;8;00;60;00;FE;7F;00;C8;04;0.0608
CAN 1;Out;0x1A0;22564;567.9964;8;00;4A;00;00;FE;FE;00;3D;0.0618
CAN 1;Out;0x2A0;22367;567.9965;8;00;00;00;00;00;00;10;10;0.0615
CAN 1;In;0x540;24577;567.9968;8;90;00;FF;00;FF;00;02;46;0.0602
CAN 1;Out;0x0AE;22016;567.9968;8;13;10;00;00;00;00;03;00;0.0614
CAN 1;In;0x548;24176;567.9975;3;61;00;00;;;;;;0.0610
CAN 1;Out;0x38A;14288;568.0047;4;5C;00;5C;00;;;;;0.0608
CAN 1;Out;0x480;14106;568.0048;8;84;00;00;80;41;00;02;47;0.0604
CAN 1;Out;0x3A0;14000;568.0048;8;B6;01;52;96;CD;16;A8;0F;0.0604
CAN 1;In;0x440;25070;568.0053;8;00;60;00;FE;7F;00;D0;04;0.0089
CAN 1;Out;0x5A0;13686;568.0053;8;7F;00;00;10;00;10;08;AB;0.0819
CAN 1;Out;0x4A8;13629;568.0053;8;3D;00;90;01;00;00;00;AC;0.0812
CAN 1;Out;0x1AC;13640;568.0056;8;BB;81;00;00;69;41;00;12;0.0814
CAN 1;Out;0x050;13112;568.0061;4;00;F0;10;E0;;;;;0.0819
CAN 1;Out;0x0C2;13001;568.0062;8;00;00;00;00;80;D0;00;FB;0.0817
CAN 1;In;0x540;24578;568.0064;8;A0;00;FF;00;FF;00;02;46;0.0096
CAN 1;Out;0x320;12976;568.0064;8;64;00;89;10;00;01;00;80;0.0814
CAN 1;Out;0x448;24674;568.0069;5;62;00;00;02;90;;;;0.0123
CAN 1;Out;0x280;24465;568.0069;8;01;00;B4;0E;00;00;0C;00;0.0123
CAN 1;Out;0x288;24269;568.0071;8;2C;00;13;00;00;4C;74;00;0.0125
CAN 1;Out;0x380;24358;568.0078;8;00;56;00;6C;B0;00;25;00;0.0128
CAN 1;Out;0x588;24159;568.0078;8;00;80;7C;00;00;00;00;00;0.0128
CAN 1;Out;0x488;24075;568.0078;8;A2;00;00;7C;FE;FF;FF;20;0.0123
CAN 1;In;0x548;24177;568.0081;3;61;00;00;;;;;;0.0106
CAN 1;Out;0x4A0;23872;568.0082;8;00;00;00;00;00;00;00;00;0.0126
CAN 1;Out;0x1A0;22565;568.0086;8;00;4A;00;00;FE;FE;00;3E;0.0122
CAN 1;Out;0x2A0;22368;568.0086;8;00;00;00;00;00;00;20;20;0.0122
CAN 1;Out;0x0AE;22017;568.0094;8;23;20;00;00;00;00;03;00;0.0126
CAN 1;Out;0x524;10261;568.0094;8;00;00;EA;FF;00;00;80;04;0.0814
CAN 1;Out;0x523;10282;568.0094;8;00;00;00;00;00;00;64;00;0.0810
CAN 1;Out;0x522;10298;568.0097;8;1E;04;08;00;00;00;00;00;0.0813
CAN 1;Out;0x521;10296;568.0101;8;D0;03;00;00;78;00;00;00;0.0815
CAN 1;Out;0x520;10292;568.0105;8;AD;03;00;00;08;03;D0;03;0.0815
CAN 1;Out;0x448;24675;568.0141;5;62;00;00;03;90;;;;0.0073
CAN 1;Out;0x280;24466;568.0142;8;01;00;B4;0E;00;00;0C;00;0.0073
CAN 1;Out;0x288;24270;568.0142;8;2C;00;13;00;00;4C;74;00;0.0071
CAN 1;Out;0x380;24359;568.0143;8;00;56;00;6C;B0;00;25;00;0.0066
CAN 1;Out;0x588;24160;568.0148;8;00;80;7C;00;00;00;00;00;0.0070
CAN 1;Out;0x488;24076;568.0150;8;65;00;00;7C;FE;FF;28;30;0.0072
CAN 1;Out;0x4A0;23873;568.0153;8;00;00;00;00;00;00;00;00;0.0072
CAN 1;In;0x440;25071;568.0154;8;00;60;00;FE;7F;00;D8;04;0.0101
CAN 1;In;0x540;24579;568.0161;8;B0;00;FF;00;FF;00;02;46;0.0098
CAN 1;Out;0x1A0;22566;568.0162;8;00;4A;00;00;FE;FE;00;3F;0.0076
CAN 1;Out;0x2A0;22369;568.0162;8;00;00;00;00;00;00;30;30;0.0076
CAN 1;Out;0x0AE;22018;568.0165;8;33;30;00;00;00;00;03;00;0.0071
CAN 1;In;0x548;24178;568.0176;3;65;F4;01;;;;;;0.0095
CAN 1;Out;0x38A;14289;568.0243;4;6C;00;6C;00;;;;;0.0196
CAN 1;Out;0x480;14107;568.0243;8;84;00;00;80;41;00;02;47;0.0196
CAN 1;Out;0x3A0;14001;568.0244;8;B6;02;52;96;CD;16;A8;0F;0.0196
CAN 1;Out;0x5A0;13687;568.0245;8;7F;00;00;20;00;10;08;AB;0.0192
CAN 1;In;0x440;25072;568.0252;8;00;60;00;FE;7F;00;E0;04;0.0098
CAN 1;Out;0x4A8;13630;568.0252;8;3E;00;90;01;00;00;10;BF;0.0199
CAN 1;Out;0x4A0;23874;568.0567;8;00;00;00;00;00;00;00;00;0.0414
CAN 1;Out;0x1A0;22567;568.0568;8;00;4A;00;00;FE;FE;00;33;0.0406
CAN 1;Out;0x2A0;22370;568.0568;8;00;00;00;00;00;00;70;70;0.0406
CAN 1;Out;0x0AE;22019;568.0573;8;73;70;00;00;00;00;03;00;0.0408
CAN 1;In;0x440;25073;568.0651;8;00;60;00;FE;7F;00;80;04;0.0399
CAN 1;In;0x540;24580;568.0651;8;00;00;FF;00;FF;00;02;46;0.0490
CAN 1;In;0x548;24179;568.0655;3;65;F4;FE;;;;;;0.0478
CAN 1;Out;0x38A;14290;568.0655;4;8C;00;8C;00;;;;;0.0412
CAN 1;Out;0x480;14108;568.0655;8;C1;00;00;80;41;00;02;02;0.0412
CAN 1;Out;0x3A0;14002;568.0655;8;B6;04;52;96;CD;16;A8;0F;0.0412
CAN 1;Out;0x5A0;13688;568.0660;8;7F;00;00;40;00;10;08;AB;0.0414
CAN 1;Out;0x4A8;13631;568.0660;8;37;00;90;01;00;00;30;96;0.0408
CAN 1;Out;0x1AC;13641;568.0662;8;BE;84;00;00;69;41;00;12;0.0607
CAN 1;Out;0x050;13113;568.0670;4;00;F0;40;B0;;;;;0.0609
CAN 1;Out;0x0C2;13002;568.0671;8;00;00;00;00;80;10;00;BB;0.0609
CAN 1;Out;0x320;12977;568.0671;8;64;00;89;10;00;04;00;80;0.0607
CAN 1;Out;0x448;24676;568.0675;5;62;00;0A;18;90;;;;0.0534
CAN 1;Out;0x280;24467;568.0675;8;01;00;FC;0E;00;00;0C;00;0.0534
CAN 1;Out;0x288;24271;568.0680;8;8B;00;13;00;00;4C;74;00;0.0538
CAN 1;Out;0x380;24360;568.0680;8;00;56;00;6C;B0;00;26;00;0.0537
CAN 1;Out;0x588;24161;568.0683;8;00;80;7C;00;00;00;00;00;0.0535
CAN 1;Out;0x488;24077;568.0689;8;02;00;00;7C;FE;FF;FF;80;0.0540
CAN 1;Out;0x4A0;23875;568.0690;8;00;00;00;00;00;00;00;00;0.0123
CAN 1;Out;0x1A0;22568;568.0690;8;00;4A;00;00;FE;FE;00;34;0.0122
CAN 1;Out;0x2A0;22371;568.0693;8;00;00;00;00;00;00;80;80;0.0125
CAN 1;Out;0x0AE;22020;568.0698;8;83;80;00;00;00;00;03;00;0.0125
CAN 1;Out;0x524;10262;568.0698;8;00;00;EA;FF;00;00;80;04;0.0604
CAN 1;Out;0x523;10283;568.0700;8;00;00;00;00;00;00;64;00;0.0606
CAN 1;Out;0x522;10299;568.0706;8;19;04;08;00;00;00;00;00;0.0609
CAN 1;Out;0x521;10297;568.0706;8;D2;03;00;00;76;00;00;00;0.0606
CAN 1;Out;0x520;10293;568.0708;8;BF;03;00;00;08;03;D2;03;0.0603
CAN 1;In;0x440;25074;568.0753;8;00;60;00;FE;7F;00;88;04;0.0102
CAN 1;In;0x540;24581;568.0753;8;10;00;FF;00;FF;00;02;46;0.0102
CAN 1;In;0x548;24180;568.0754;3;61;00;00;;;;;;0.0099
CAN 1;Out;0x448;24677;568.0757;5;62;00;00;09;90;;;;0.0082
CAN 1;Out;0x280;24468;568.0757;8;01;00;FC;0E;00;00;0C;00;0.0082
CAN 1;Out;0x288;24272;568.0757;8;8B;00;13;00;00;4C;74;00;0.0077
CAN 1;Out;0x380;24361;568.0761;8;00;56;00;6C;B0;00;26;00;0.0081
CAN 1;Out;0x588;24162;568.0761;8;00;80;7C;00;00;00;00;00;0.0078
CAN 1;Out;0x488;24078;568.0768;8;C5;00;00;7C;FE;FF;28;90;0.0078
CAN 1;Out;0x4A0;23876;568.0768;8;00;00;00;00;00;00;00;00;0.0078
CAN 1;Out;0x1A0;22569;568.0770;8;00;4A;00;00;FE;FE;00;35;0.0080
CAN 1;Out;0x2A0;22372;568.0773;8;00;00;00;00;00;00;90;90;0.0080
CAN 1;Out;0x0AE;22021;568.0773;8;93;90;00;00;00;00;03;00;0.0075
CAN 1;In;0x440;25075;568.0849;8;00;60;00;FE;7F;00;90;04;0.0097
CAN 1;In;0x540;24582;568.0851;8;20;00;FF;00;FF;00;02;46;0.0098
CAN 1;Out;0x38A;14291;568.0851;4;9C;00;9C;00;;;;;0.0196
CAN 1;Out;0x480;14109;568.0851;8;C1;00;00;80;41;00;02;02;0.0196
CAN 1;Out;0x3A0;14003;568.0852;8;B6;05;52;96;CD;16;A8;0F;0.0196
CAN 1;In;0x548;24181;568.0853;3;61;00;00;;;;;;0.0100
CAN 1;Out;0x5A0;13689;568.0854;8;7F;00;00;50;00;10;08;AB;0.0194
CAN 1;Out;0x4A8;13632;568.0859;8;32;00;90;01;00;00;40;E3;0.0199
CAN 1;Out;0x1AC;13642;568.0859;8;BF;85;00;00;69;41;00;12;0.0197
CAN 1;Out;0x050;13114;568.0861;4;00;F0;50;A0;;;;;0.0191
CAN 1;Out;0x0C2;13003;568.0864;8;00;00;00;00;80;20;00;AB;0.0194
CAN 1;Out;0x320;12978;568.0865;8;64;00;89;10;00;05;00;80;0.0194
CAN 1;Out;0x448;24678;568.0873;5;62;00;00;0A;90;;;;0.0116
CAN 1;Out;0x280;24469;568.0873;8;01;00;FC;0E;00;00;0C;00;0.0116
CAN 1;Out;0x288;24273;568.0873;8;8B;00;13;00;00;4C;74;00;0.0116
CAN 1;Out;0x588;24163;568.1367;8;00;80;7C;00;00;00;00;00;0.0606
CAN 1;Out;0x488;24079;568.1367;8;A5;00;00;7C;FE;FF;28;F0;0.0600
CAN 1;Out;0x4A0;23877;568.1369;8;00;00;00;00;00;00;00;00;0.0601
CAN 1;Out;0x1A0;22570;568.1373;8;00;4A;00;00;FE;FE;00;3B;0.0603
CAN 1;Out;0x2A0;22373;568.1373;8;00;00;00;00;00;00;F0;F0;0.0600
CAN 1;Out;0x0AE;22022;568.1375;8;F3;F0;00;00;00;00;03;00;0.0602
CAN 1;In;0x440;25076;568.1449;8;00;60;00;FE;7F;00;C0;04;0.0600
CAN 1;In;0x540;24583;568.1449;8;80;00;FF;00;FF;00;02;46;0.0599
CAN 1;In;0x548;24182;568.1451;3;61;00;00;;;;;;0.0598
CAN 1;Out;0x321;2868;568.1464;1;AC;;;;;;;;0.2029
CAN 1;Out;0x420;1463;568.1468;8;24;84;85;00;00;12;FF;00;0.2029
CAN 1;Out;0x390;2812;568.1468;8;01;00;50;00;00;00;00;00;0.2030
CAN 1;Out;0x38A;14292;568.1469;4;1C;00;1C;00;;;;;0.0618
CAN 1;Out;0x480;14110;568.1473;8;3E;00;00;80;41;00;02;FD;0.0622
CAN 1;Out;0x3A0;14004;568.1473;8;B6;08;52;96;CD;16;A8;0F;0.0622
CAN 1;Out;0x5A0;13690;568.1476;8;7F;00;00;80;00;10;08;AB;0.0622
CAN 1;Out;0x4A8;13633;568.1483;8;2C;00;90;01;00;00;70;CD;0.0624
CAN 1;Out;0x1AC;13643;568.1483;8;B2;88;00;00;69;41;00;12;0.0624
CAN 1;Out;0x050;13115;568.1484;4;00;F0;80;70;;;;;0.0623
CAN 1;Out;0x0C2;13004;568.1487;8;00;00;00;00;80;50;00;7B;0.0622
CAN 1;Out;0x320;12979;568.1488;8;64;00;89;10;00;08;00;80;0.0623
CAN 1;Out;0x448;24679;568.1492;5;62;00;00;00;90;;;;0.0619
CAN 1;Out;0x280;24470;568.1492;8;01;00;D8;0E;00;00;0C;00;0.0619
CAN 1;Out;0x288;24274;568.1499;8;2C;00;13;00;00;4C;74;00;0.0626
CAN 1;Out;0x380;24362;568.1500;8;00;56;00;6C;B0;00;26;00;0.0739
CAN 1;Out;0x588;24164;568.1500;8;00;80;7C;00;00;00;00;00;0.0133
CAN 1;Out;0x488;24080;568.1505;8;82;00;00;7C;FE;FF;FF;00;0.0138
CAN 1;Out;0x4A0;23878;568.1505;8;00;00;00;00;00;00;00;00;0.0136
CAN 1;Out;0x1A0;22571;568.1508;8;00;4A;00;00;FE;FE;00;3C;0.0135
CAN 1;Out;0x2A0;22374;568.1514;8;00;00;00;00;00;00;00;00;0.0141
CAN 1;Out;0x0AE;22023;568.1514;8;03;00;00;00;00;00;03;00;0.0139
CAN 1;Out;0x536;2082;568.1514;8;00;00;00;00;00;00;00;00;0.6133
CAN 1;Out;0x535;2080;568.1517;8;00;00;00;00;F6;FF;F6;FF;0.6136
CAN 1;Out;0x534;2078;568.1521;8;00;00;12;00;00;00;00;00;0.6139
CAN 1;Out;0x533;2078;568.1522;8;00;00;00;00;00;00;00;00;0.6133
CAN 1;Out;0x532;2060;568.1528;8;00;00;00;00;00;00;00;00;0.6139
CAN 1;Out;0x531;1993;568.1528;8;49;00;00;00;00;00;00;00;0.6138
CAN 1;Out;0x530;1903;568.1529;8;88;05;9B;03;A7;00;FA;02;0.6136
CAN 1;Out;0x524;10263;568.1533;8;00;00;EA;FF;00;00;80;04;0.0835
CAN 1;Out;0x523;10284;568.1534;8;00;00;00;00;00;00;64;00;0.0834
CAN 1;Out;0x522;10300;568.1540;8;1F;04;08;00;00;00;00;00;0.0834
CAN 1;Out;0x521;10298;568.1540;8;D0;03;00;00;77;00;00;00;0.0834
CAN 1;Out;0x520;10294;568.1541;8;B6;03;00;00;13;03;D0;03;0.0833
CAN 1;In;0x440;25077;568.1551;8;00;60;00;FE;7F;00;C8;04;0.0102
CAN 1;In;0x540;24584;568.1556;8;90;00;FF;00;FF;00;02;46;0.0106
CAN 1;In;0x548;24183;568.1556;3;61;00;00;;;;;;0.0105
CAN 1;Out;0x448;24680;568.1565;5;62;00;00;01;90;;;;0.0073
CAN 1;Out;0x280;24471;568.1565;8;01;00;D8;0E;00;00;0C;00;0.0073
CAN 1;Out;0x288;24275;568.1565;8;2C;00;13;00;00;4C;74;00;0.0066
CAN 1;Out;0x380;24363;568.1567;8;00;56;00;6C;B0;00;26;00;0.0068
CAN 1;Out;0x588;24165;568.1572;8;00;80;7C;00;00;00;00;00;0.0072
CAN 1;Out;0x488;24081;568.1572;8;45;00;00;7C;FE;FF;28;10;0.0067
CAN 1;Out;0x4A0;23879;568.1574;8;00;00;00;00;00;00;00;00;0.0069
CAN 1;Out;0x1A0;22572;568.1579;8;00;4A;00;00;FE;FE;00;3D;0.0071
CAN 1;Out;0x2A0;22375;568.1579;8;00;00;00;00;00;00;10;10;0.0065
CAN 1;Out;0x0AE;22024;568.1584;8;13;10;00;00;00;00;03;00;0.0070
CAN 1;In;0x440;25078;568.1646;8;00;60;00;FE;7F;00;D0;04;0.0096
CAN 1;In;0x540;24585;568.1650;8;A0;00;FF;00;FF;00;02;46;0.0094
CAN 1;In;0x548;24184;568.1651;3;65;D0;FF;;;;;;0.0094
CAN 1;In;0x540;24586;568.1856;8;C0;00;FF;00;FF;00;02;0F;0.0206
CAN 1;In;0x548;24185;568.1857;3;61;00;00;;;;;;0.0206
CAN 1;Out;0x38A;14293;568.1865;4;3C;00;3C;00;;;;;0.0396
CAN 1;Out;0x480;14111;568.1865;8;3E;00;00;80;41;00;02;FD;0.0392
CAN 1;Out;0x3A0;14005;568.1865;8;B6;0A;52;96;CD;16;A8;0F;0.0392
CAN 1;Out;0x5A0;13691;568.1867;8;7F;00;00;A0;00;10;08;AB;0.0391
CAN 1;Out;0x4A8;13634;568.1876;8;43;00;90;01;00;00;90;42;0.0393
CAN 1;Out;0x1AC;13644;568.1876;8;B0;8A;00;00;69;41;00;12;0.0393
CAN 1;Out;0x050;13116;568.1876;4;00;F0;A0;50;;;;;0.0393
